,Tanggal,Shift,Subtotal,Jumlah Transaksi,Tanggal_month,Jumlah Transaksi_1month,Subtotal_1month
1223,2023-07-11,2,6642250,37,2023-06-13,76.0,14556000.0
1224,2023-07-12,1,3283000,13,2023-06-14,130.0,24017500.0
1225,2023-07-12,2,5287000,22,2023-06-14,130.0,24017500.0
1226,2023-07-13,1,2859500,17,2023-06-15,116.0,21864000.0
1227,2023-07-13,2,5818000,29,2023-06-15,116.0,21864000.0
1228,2023-07-14,1,2935000,15,2023-06-16,94.0,15453500.0
1229,2023-07-14,2,8393000,42,2023-06-16,94.0,15453500.0
1230,2023-07-15,1,3760000,17,2023-06-17,114.0,18426000.0
1231,2023-07-15,2,5859000,25,2023-06-17,114.0,18426000.0
1232,2023-07-16,1,6119750,24,2023-06-18,140.0,23018500.0
1233,2023-07-16,2,7307000,34,2023-06-18,140.0,23018500.0
1234,2023-07-17,1,2114000,16,2023-06-19,106.0,18259000.0
1235,2023-07-17,2,5432000,29,2023-06-19,106.0,18259000.0
1236,2023-07-18,1,1577000,8,2023-06-20,124.0,24831500.0
1237,2023-07-18,2,5343000,26,2023-06-20,124.0,24831500.0
1238,2023-07-19,1,3111000,13,2023-06-21,92.0,17176000.0
1239,2023-07-19,2,3928000,22,2023-06-21,92.0,17176000.0
1240,2023-07-20,1,2716000,17,2023-06-22,122.0,24279000.0
1241,2023-07-20,2,6434750,25,2023-06-22,122.0,24279000.0
1242,2023-07-21,1,4123750,19,2023-06-23,110.0,20216000.0
1243,2023-07-21,2,5477000,23,2023-06-23,110.0,20216000.0
1244,2023-07-22,1,5798500,19,2023-06-24,146.0,31560000.0
1245,2023-07-22,2,5758000,27,2023-06-24,146.0,31560000.0
1246,2023-07-23,1,2421500,14,2023-06-25,162.0,30876500.0
1247,2023-07-23,2,7226000,42,2023-06-25,162.0,30876500.0
1248,2023-07-24,1,1310000,10,2023-06-26,138.0,25600500.0
1249,2023-07-24,2,4992000,25,2023-06-26,138.0,25600500.0
1250,2023-07-25,1,1839000,14,2023-06-27,94.0,18708000.0
1251,2023-07-25,2,7322000,36,2023-06-27,94.0,18708000.0
1252,2023-07-26,1,4834000,22,2023-06-28,,
1253,2023-07-26,2,7705250,38,2023-06-28,,
1254,2023-07-27,1,4077000,17,2023-06-29,,
1255,2023-07-27,2,5543500,27,2023-06-29,,
1256,2023-07-28,1,2077000,11,2023-06-30,,
1257,2023-07-28,2,4722000,33,2023-06-30,,
1258,2023-07-29,1,3338000,16,2023-07-01,88.0,17744000.0
1259,2023-07-29,2,5610500,33,2023-07-01,88.0,17744000.0
1260,2023-07-30,1,2034000,13,2023-07-02,102.0,18815500.0
1261,2023-07-30,2,8207750,43,2023-07-02,102.0,18815500.0
1262,2023-07-31,1,1040000,8,2023-07-03,66.0,13209000.0
1263,2023-07-31,2,6818000,34,2023-07-03,66.0,13209000.0
1264,2023-08-01,1,2555000,15,2023-07-04,56.0,9348000.0
1265,2023-08-01,2,4512000,25,2023-07-04,56.0,9348000.0
1266,2023-08-02,1,3626000,19,2023-07-05,94.0,18311500.0
1267,2023-08-02,2,4408500,23,2023-07-05,94.0,18311500.0
1268,2023-08-03,1,4366000,20,2023-07-06,110.0,20227000.0
1269,2023-08-03,2,8760000,44,2023-07-06,110.0,20227000.0
1270,2023-08-04,1,4626000,16,2023-07-07,106.0,19906500.0
1271,2023-08-04,2,6815000,35,2023-07-07,106.0,19906500.0
1272,2023-08-05,1,4719000,22,2023-07-08,120.0,24840000.0
1273,2023-08-05,2,8266000,44,2023-07-08,120.0,24840000.0
1274,2023-08-06,1,2926000,18,2023-07-09,100.0,19166000.0
1275,2023-08-06,2,7904000,37,2023-07-09,100.0,19166000.0
1276,2023-08-07,1,1640000,10,2023-07-10,102.0,18325500.0
1277,2023-08-07,2,3941000,20,2023-07-10,102.0,18325500.0
1278,2023-08-08,1,4936000,25,2023-07-11,96.0,18342500.0
1279,2023-08-08,2,4391250,23,2023-07-11,96.0,18342500.0
1280,2023-08-09,1,4236000,22,2023-07-12,70.0,17140000.0
1281,2023-08-09,2,4869000,24,2023-07-12,70.0,17140000.0
1282,2023-08-10,1,2205000,13,2023-07-13,92.0,17355000.0
1283,2023-08-10,2,8629000,27,2023-07-13,92.0,17355000.0
1284,2023-08-11,1,2846000,15,2023-07-14,114.0,22656000.0
1285,2023-08-11,2,7647750,38,2023-07-14,114.0,22656000.0
1286,2023-08-12,1,3690000,17,2023-07-15,84.0,19238000.0
1287,2023-08-12,2,8770000,44,2023-07-15,84.0,19238000.0
1288,2023-08-13,1,4306250,27,2023-07-16,116.0,26853500.0
1289,2023-08-13,2,8860000,45,2023-07-16,116.0,26853500.0
1290,2023-08-14,1,2917000,17,2023-07-17,90.0,15092000.0
1291,2023-08-14,2,3531000,17,2023-07-17,90.0,15092000.0
1292,2023-08-15,1,3422000,16,2023-07-18,68.0,13840000.0
1293,2023-08-15,2,3041000,19,2023-07-18,68.0,13840000.0
1294,2023-08-16,1,3097000,16,2023-07-19,70.0,14078000.0
1295,2023-08-16,2,3959000,21,2023-07-19,70.0,14078000.0
1296,2023-08-17,1,3669000,20,2023-07-20,84.0,18301500.0
1297,2023-08-17,2,10735500,57,2023-07-20,84.0,18301500.0
1298,2023-08-18,1,1758000,11,2023-07-21,84.0,19201500.0
1299,2023-08-18,2,7573000,38,2023-07-21,84.0,19201500.0
1300,2023-08-19,1,3936000,24,2023-07-22,92.0,23113000.0
1301,2023-08-19,2,10271500,44,2023-07-22,92.0,23113000.0
1302,2023-08-20,1,3037000,17,2023-07-23,112.0,19295000.0
1303,2023-08-20,2,9988500,47,2023-07-23,112.0,19295000.0
1304,2023-08-21,1,6941000,30,2023-07-24,70.0,12604000.0
1305,2023-08-21,2,6963000,32,2023-07-24,70.0,12604000.0
1306,2023-08-22,1,1659000,8,2023-07-25,100.0,18322000.0
1307,2023-08-22,2,5556000,31,2023-07-25,100.0,18322000.0
1308,2023-08-23,1,3289000,17,2023-07-26,120.0,25078500.0
1309,2023-08-23,2,9485500,40,2023-07-26,120.0,25078500.0
1310,2023-08-24,1,2972000,17,2023-07-27,88.0,19241000.0
1311,2023-08-24,2,4310000,21,2023-07-27,88.0,19241000.0
1312,2023-08-25,1,4294000,22,2023-07-28,88.0,13598000.0
1313,2023-08-25,2,5549500,30,2023-07-28,88.0,13598000.0
1314,2023-08-26,1,3663500,22,2023-07-29,98.0,17897000.0
1315,2023-08-26,2,8573750,48,2023-07-29,98.0,17897000.0
1316,2023-08-27,1,5255000,25,2023-07-30,112.0,20483500.0
1317,2023-08-27,2,6978500,35,2023-07-30,112.0,20483500.0
1318,2023-08-28,1,2906000,16,2023-07-31,84.0,15716000.0
1319,2023-08-28,2,4665000,27,2023-07-31,84.0,15716000.0
1320,2023-08-29,1,3674000,19,2023-08-01,80.0,14134000.0
1321,2023-08-29,2,4635750,25,2023-08-01,80.0,14134000.0
1322,2023-08-30,1,4007000,20,2023-08-02,84.0,16069000.0
1323,2023-08-30,2,5818000,30,2023-08-02,84.0,16069000.0
1324,2023-08-31,1,2205750,14,2023-08-03,128.0,26252000.0
1325,2023-08-31,2,7714000,38,2023-08-03,128.0,26252000.0
1326,2023-09-01,1,2789750,16,2023-08-04,102.0,22882000.0
1327,2023-09-01,2,7875000,37,2023-08-04,102.0,22882000.0
1328,2023-09-02,1,2029000,11,2023-08-05,132.0,25970000.0
1329,2023-09-02,2,8838000,42,2023-08-05,132.0,25970000.0
1330,2023-09-03,1,3233500,20,2023-08-06,110.0,21660000.0
1331,2023-09-03,2,11382000,55,2023-08-06,110.0,21660000.0
1332,2023-09-04,1,1576000,9,2023-08-07,60.0,11162000.0
1333,2023-09-04,2,5491000,31,2023-08-07,60.0,11162000.0
1334,2023-09-05,1,2818000,14,2023-08-08,96.0,18654500.0
1335,2023-09-05,2,4233000,32,2023-08-08,96.0,18654500.0
1336,2023-09-06,1,5603000,26,2023-08-09,92.0,18210000.0
1337,2023-09-06,2,8516250,39,2023-08-09,92.0,18210000.0
1338,2023-09-07,1,5049250,20,2023-08-10,80.0,21668000.0
1339,2023-09-07,2,5021000,30,2023-08-10,80.0,21668000.0
1340,2023-09-08,1,3874000,20,2023-08-11,106.0,20987500.0
1341,2023-09-08,2,10134250,43,2023-08-11,106.0,20987500.0
1342,2023-09-09,1,2809000,17,2023-08-12,122.0,24920000.0
1343,2023-09-09,2,7659000,40,2023-08-12,122.0,24920000.0
1344,2023-09-10,1,3629000,19,2023-08-13,144.0,26332500.0
1345,2023-09-10,2,10384000,55,2023-08-13,144.0,26332500.0
1346,2023-09-11,1,5165000,24,2023-08-14,68.0,12896000.0
1347,2023-09-11,2,6976000,39,2023-08-14,68.0,12896000.0
1348,2023-09-12,1,1691000,9,2023-08-15,70.0,12926000.0
1349,2023-09-12,2,6595250,38,2023-08-15,70.0,12926000.0
1350,2023-09-13,1,3021750,17,2023-08-16,74.0,14112000.0
1351,2023-09-13,2,8070000,36,2023-08-16,74.0,14112000.0
1352,2023-09-14,1,6046000,27,2023-08-17,154.0,28809000.0
1353,2023-09-14,2,4989250,38,2023-08-17,154.0,28809000.0
1354,2023-09-15,1,2978000,18,2023-08-18,98.0,18662000.0
1355,2023-09-15,2,6169250,32,2023-08-18,98.0,18662000.0
1356,2023-09-16,1,3006750,21,2023-08-19,136.0,28415000.0
1357,2023-09-16,2,7386750,40,2023-08-19,136.0,28415000.0
1358,2023-09-17,1,4379500,23,2023-08-20,128.0,26051000.0
1359,2023-09-17,2,10317500,42,2023-08-20,128.0,26051000.0
1360,2023-09-18,1,1953000,11,2023-08-21,124.0,27808000.0
1361,2023-09-18,2,6309250,31,2023-08-21,124.0,27808000.0
1362,2023-09-19,1,3240000,16,2023-08-22,78.0,14430000.0
1363,2023-09-19,2,4161000,25,2023-08-22,78.0,14430000.0
1364,2023-09-20,1,3306000,21,2023-08-23,114.0,25549000.0
1365,2023-09-20,2,7409000,44,2023-08-23,114.0,25549000.0
1366,2023-09-21,1,2453000,12,2023-08-24,76.0,14564000.0
1367,2023-09-21,2,4452250,24,2023-08-24,76.0,14564000.0
1368,2023-09-22,1,3075000,18,2023-08-25,104.0,19687000.0
1369,2023-09-22,2,8786500,34,2023-08-25,104.0,19687000.0
1370,2023-09-23,1,3651000,22,2023-08-26,140.0,24474500.0
1371,2023-09-23,2,6882000,37,2023-08-26,140.0,24474500.0
1372,2023-09-24,1,4973000,25,2023-08-27,120.0,24467000.0
1373,2023-09-24,2,9562750,47,2023-08-27,120.0,24467000.0
1374,2023-09-25,1,1873000,17,2023-08-28,86.0,15142000.0
1375,2023-09-25,2,5982500,32,2023-08-28,86.0,15142000.0
1376,2023-09-26,1,2317000,11,2023-08-29,88.0,16619500.0
1377,2023-09-26,2,6347500,40,2023-08-29,88.0,16619500.0
1378,2023-09-27,1,3520250,18,2023-08-30,100.0,19650000.0
1379,2023-09-27,2,7966000,35,2023-08-30,100.0,19650000.0
1380,2023-09-28,1,2407000,12,2023-08-31,104.0,19839500.0
1381,2023-09-28,2,8285750,37,2023-08-31,104.0,19839500.0
1382,2023-09-29,1,4060000,21,2023-09-01,106.0,21329500.0
1383,2023-09-29,2,7577500,40,2023-09-01,106.0,21329500.0
1384,2023-09-30,1,3162000,21,2023-09-02,106.0,21734000.0
1385,2023-09-30,2,8643750,44,2023-09-02,106.0,21734000.0
1386,2023-10-01,1,6507000,25,2023-09-03,150.0,29231000.0
1387,2023-10-01,2,8493000,47,2023-09-03,150.0,29231000.0
1388,2023-10-02,1,1720000,13,2023-09-04,80.0,14134000.0
1389,2023-10-02,2,3731750,23,2023-09-04,80.0,14134000.0
1390,2023-10-03,1,2796000,16,2023-09-05,92.0,14102000.0
1391,2023-10-03,2,5746250,33,2023-09-05,92.0,14102000.0
1392,2023-10-04,1,4956000,15,2023-09-06,130.0,28238500.0
1393,2023-10-04,2,5307500,31,2023-09-06,130.0,28238500.0
1394,2023-10-05,1,5275500,28,2023-09-07,100.0,20140500.0
1395,2023-10-05,2,4170000,26,2023-09-07,100.0,20140500.0
1396,2023-10-06,1,2772500,19,2023-09-08,126.0,28016500.0
1397,2023-10-06,2,4537000,30,2023-09-08,126.0,28016500.0
1398,2023-10-07,1,3057000,18,2023-09-09,114.0,20936000.0
1399,2023-10-07,2,9322000,40,2023-09-09,114.0,20936000.0
1400,2023-10-08,1,4978000,22,2023-09-10,148.0,28026000.0
1401,2023-10-08,2,10218750,51,2023-09-10,148.0,28026000.0
1402,2023-10-09,1,1774000,11,2023-09-11,126.0,24282000.0
1403,2023-10-09,2,4394000,26,2023-09-11,126.0,24282000.0
1404,2023-10-10,1,2665000,12,2023-09-12,94.0,16572500.0
1405,2023-10-10,2,3773625,27,2023-09-12,94.0,16572500.0
1406,2023-10-11,1,2600000,14,2023-09-13,106.0,22183500.0
1407,2023-10-11,2,3741000,20,2023-09-13,106.0,22183500.0
1408,2023-10-12,1,2949000,13,2023-09-14,130.0,22070500.0
1409,2023-10-12,2,7399750,39,2023-09-14,130.0,22070500.0
1410,2023-10-13,1,4577750,20,2023-09-15,100.0,18294500.0
1411,2023-10-13,2,8048500,38,2023-09-15,100.0,18294500.0
1412,2023-10-14,1,7921000,32,2023-09-16,122.0,20787000.0
1413,2023-10-14,2,7783000,36,2023-09-16,122.0,20787000.0
1414,2023-10-15,1,3706000,21,2023-09-17,130.0,29394000.0
1415,2023-10-15,2,8079500,40,2023-09-17,130.0,29394000.0
1416,2023-10-16,1,3306000,18,2023-09-18,84.0,16524500.0
1417,2023-10-16,2,4325000,24,2023-09-18,84.0,16524500.0
1418,2023-10-17,1,2663250,13,2023-09-19,82.0,14802000.0
1419,2023-10-17,2,6767000,34,2023-09-19,82.0,14802000.0
1420,2023-10-18,1,3467000,20,2023-09-20,130.0,21430000.0
1421,2023-10-18,2,6033750,35,2023-09-20,130.0,21430000.0
1422,2023-10-19,1,3451000,15,2023-09-21,72.0,13810500.0
1423,2023-10-19,2,7092250,30,2023-09-21,72.0,13810500.0
1424,2023-10-20,1,3653125,18,2023-09-22,104.0,23723000.0
1425,2023-10-20,2,7538750,40,2023-09-22,104.0,23723000.0
1426,2023-10-21,1,3679750,24,2023-09-23,118.0,21066000.0
1427,2023-10-21,2,6536500,34,2023-09-23,118.0,21066000.0
1428,2023-10-22,1,3742000,17,2023-09-24,144.0,29071500.0
1429,2023-10-22,2,10800000,42,2023-09-24,144.0,29071500.0
1430,2023-10-23,1,2523250,17,2023-09-25,49.0,7855500.0
